timestamp,z_score,corr_DOGE_BTC_4h,vol_DOGE_4h,spread
2024-01-02T00:47:00.000,-2.723497901605626,0.4990068399792919,0.0005876415190678464,-13.08550453720367
2024-01-02T00:48:00.000,-2.8777033112345185,0.49609126210997945,0.0005912570109826601,-13.086518031597297
2024-01-03T16:09:00.000,-3.151633536343841,0.4276135678381372,0.005924662191384409,-13.172377067044962
2024-01-09T17:30:00.000,2.0286398613024645,0.41637438686466155,0.0025084628224334785,-13.251662661890386
2024-01-09T17:31:00.000,3.5032348826862867,0.3159077348490712,0.0027882261340682686,-13.230818800384464
2024-01-09T17:32:00.000,2.2606822323788154,0.2921465004439902,0.003013367147017502,-13.248265008240857
2024-01-09T21:14:00.000,-2.14982624597608,0.24736080956543313,0.0035159552461453813,-13.310888824376862
2024-01-10T01:34:00.000,2.3515226995809333,0.49860634384537766,0.0027806362918784805,-13.252254012533022
2024-01-10T01:35:00.000,2.4139670463095655,0.4988276255092637,0.00278108536603725,-13.251357499639894
2024-01-10T01:36:00.000,2.2816406869539017,0.49750759829219515,0.0027780875887609257,-13.253048312440342
2024-01-10T01:37:00.000,2.3207040123988043,0.49744400670286437,0.0027781404902654694,-13.252468128513415
2024-01-10T01:38:00.000,2.332211850230193,0.49752868678240003,0.00277801897314104,-13.25225025522553
2024-01-10T01:39:00.000,2.3346767252684018,0.4923572576125626,0.00276853293582806,-13.25215267551031
2024-01-10T01:40:00.000,2.3442720124054977,0.4938073155226605,0.0027690903104769225,-13.251960452947447
2024-01-10T01:41:00.000,2.258191250207782,0.49060806312034744,0.0027636588828253445,-13.253050669616092
2024-01-10T01:42:00.000,2.1846428686200507,0.4979364482702062,0.0027637182206695283,-13.253979906562392
2024-01-10T01:45:00.000,2.0682223242455717,0.4918772832843428,0.002737711385050431,-13.25538952892142
2024-01-10T01:46:00.000,2.016607602192715,0.4826738270941607,0.0027221422699217433,-13.256035808117447
2024-01-14T07:36:00.000,2.1944955969493267,0.44794052385347627,0.0007899606278186298,-13.17369349581067
2024-01-14T07:37:00.000,2.7770784597343416,0.4131148747613499,0.0007917434067314804,-13.171370905453983
2024-01-14T07:38:00.000,2.837292408017698,0.4124774403299721,0.0007915238621108375,-13.171095544573516
2024-01-14T07:39:00.000,2.8195536420956993,0.41050917074753634,0.0007898536087678442,-13.171129548320756
2024-01-14T07:40:00.000,2.697733043619313,0.4137546973623006,0.000791246543763333,-13.171578881342157
2024-01-14T07:41:00.000,2.6533268060990083,0.4180690468141363,0.0007910393653874423,-13.17172452746943
2024-01-14T07:42:00.000,2.7351251791690188,0.4149142265250042,0.0007898486784762545,-13.171367102059168
2024-01-14T07:43:00.000,3.177777821449377,0.4166777751785334,0.0008004147582527853,-13.1695583756352
2024-01-14T07:44:00.000,3.06034900270721,0.41668959887406753,0.0008010954986709947,-13.169981965971271
2024-01-14T07:45:00.000,3.4142599796211526,0.4106351959639395,0.0008045970854321774,-13.168505918731931
2024-01-14T07:46:00.000,4.052819703811315,0.40019187914740356,0.0008195977283379342,-13.1658451753884
2024-01-14T07:47:00.000,4.5029739765517816,0.3917995744521696,0.0008252572487651831,-13.163893550979088
2024-01-14T07:48:00.000,4.189184206692658,0.38918910688955355,0.0008286471933904164,-13.165056239286969
2024-01-14T07:49:00.000,4.131424630963586,0.38895437000001337,0.0008286073908228782,-13.16518558698063
2024-01-14T07:50:00.000,3.508916241937949,0.3703739179312675,0.000840073624333788,-13.167673407640109
2024-01-14T07:51:00.000,3.6022065361702977,0.36985945230425743,0.0008402106284709481,-13.167215225077964
2024-01-14T07:52:00.000,4.257279853624708,0.36244121469828866,0.0008595366731600109,-13.164385641844046
2024-01-14T07:53:00.000,4.368460460335943,0.36407934924757995,0.0008609094132388477,-13.163792279642188
2024-01-14T07:54:00.000,4.639118583408823,0.36366244989238206,0.0008650034822716185,-13.162503289031973
2024-01-14T07:55:00.000,5.166020597156355,0.35783488738242764,0.000877885399500746,-13.1600675221555
2024-01-14T07:56:00.000,4.734403165733026,0.3518539621980249,0.0008838320403099932,-13.161737413067154
2024-01-14T07:57:00.000,4.224988252287874,0.3305421906006532,0.0008874426807102181,-13.163799905618827
2024-01-14T07:58:00.000,4.3032718781601,0.33022000042778565,0.000887283637936245,-13.163334389170853
2024-01-14T07:59:00.000,4.165519387675193,0.3290136616831764,0.0008872807950792783,-13.163814821180774
2024-01-14T08:00:00.000,3.7724362177646658,0.319066268125954,0.0008908745833274744,-13.165440996436828
2024-01-14T08:01:00.000,3.993766505179343,0.32210068355411625,0.0008936299973865756,-13.164367416611732
2024-01-14T08:02:00.000,3.901316671421618,0.3177272687944003,0.0008910296217350812,-13.164675254345987
2024-01-14T08:03:00.000,3.5719816638702193,0.3178172904067406,0.0008958989316056473,-13.166053949103363
2024-01-14T08:04:00.000,3.377158746292102,0.31647342444297244,0.0008967806372978542,-13.166852631281
2024-01-14T08:05:00.000,3.4166530858125084,0.3164872379299963,0.0008968149348230071,-13.166606096969327
2024-01-14T08:06:00.000,4.763797729081169,0.25363057066605715,0.0009672305983407647,-13.160399331373322
2024-01-14T08:07:00.000,4.773389050044715,0.24713678205782286,0.0009642590653336466,-13.160174033883337
2024-01-14T08:08:00.000,4.161059111888937,0.2375713540324217,0.0009778624005314987,-13.162832192743995
2024-01-14T08:09:00.000,4.471220015999307,0.23356130585523469,0.0009813637362119914,-13.161262285168444
