timestamp,close_DOGE,close_BTC,spread_log
2024-01-01T00:37:00.000,0.08999,42416.27,-13.063344019967271
2024-01-01T00:38:00.000,0.08993,42408.42,-13.06382589546605
2024-01-01T00:39:00.000,0.08996,42447.82,-13.06442098777708
2024-01-01T00:40:00.000,0.08997,42445.03,-13.06424410352196
2024-01-01T00:41:00.000,0.08994,42423.8,-13.064077302132777
2024-01-01T00:42:00.000,0.0899,42424.68,-13.064542884856092
2024-01-01T00:43:00.000,0.08989,42419.35,-13.064528483437236
2024-01-01T00:44:00.000,0.08989,42441.32,-13.065046273374339
2024-01-01T00:45:00.000,0.08988,42462.01,-13.065644904473507
2024-01-01T00:46:00.000,0.08988,42465.52,-13.06572756318269
2024-01-01T00:47:00.000,0.08983,42446.01,-13.065824478130041
2024-01-01T00:48:00.000,0.08987,42433.1,-13.065075094352444
2024-01-01T00:49:00.000,0.08988,42422.46,-13.064713049615676
2024-01-01T00:50:00.000,0.08987,42439.45,-13.065224730483603
2024-01-01T00:51:00.000,0.08982,42441.35,-13.065826013158121
2024-01-01T00:52:00.000,0.08981,42441.34,-13.065937117515555
2024-01-01T00:53:00.000,0.08982,42441.35,-13.065826013158121
2024-01-01T00:54:00.000,0.08984,42459.55,-13.066032105542954
2024-01-01T00:55:00.000,0.08983,42465.07,-13.066273418370116
2024-01-01T00:56:00.000,0.08988,42480.15,-13.066072018648041
2024-01-01T00:57:00.000,0.08991,42490.73,-13.065987322459792
2024-01-01T00:58:00.000,0.08987,42490.25,-13.066421014140754
2024-01-01T00:59:00.000,0.08983,42475.23,-13.066512645216465
2024-01-01T01:00:00.000,0.08972,42455.46,-13.067272374706661
2024-01-01T01:01:00.000,0.08961,42444.43,-13.068239328024308
2024-01-01T01:02:00.000,0.08959,42461.29,-13.068859688703949
2024-01-01T01:03:00.000,0.08954,42441.2,-13.068944693709565
2024-01-01T01:04:00.000,0.08955,42435.53,-13.068699412491313
2024-01-01T01:05:00.000,0.08957,42441.11,-13.068607583452087
2024-01-01T01:06:00.000,0.0896,42459.21,-13.068699088338825
2024-01-01T01:07:00.000,0.0896,42449.0,-13.068458593337242
2024-01-01T01:08:00.000,0.0896,42448.95,-13.0684574154525
2024-01-01T01:09:00.000,0.08961,42436.8,-13.068059547405658
2024-01-01T01:10:00.000,0.08966,42448.71,-13.067782342840012
2024-01-01T01:11:00.000,0.08963,42446.02,-13.068053623595262
2024-01-01T01:12:00.000,0.08971,42452.34,-13.067310347306096
2024-01-01T01:13:00.000,0.08979,42471.09,-13.06686055660281
2024-01-01T01:14:00.000,0.08978,42466.33,-13.066859851262517
2024-01-01T01:15:00.000,0.08984,42476.73,-13.066436644103726
2024-01-01T01:16:00.000,0.08987,42495.7,-13.06654927063509
2024-01-01T01:17:00.000,0.08985,42493.59,-13.066722185760653
2024-01-01T01:18:00.000,0.08983,42487.44,-13.066800065564344
2024-01-01T01:19:00.000,0.08984,42493.61,-13.066833959219144
2024-01-01T01:20:00.000,0.08986,42499.99,-13.066761494958486
2024-01-01T01:21:00.000,0.0899,42502.74,-13.066381160927168
2024-01-01T01:22:00.000,0.08992,42499.96,-13.06609330657235
2024-01-01T01:23:00.000,0.08993,42487.57,-13.065690530602122
2024-01-01T01:24:00.000,0.08993,42478.07,-13.065466910794406
2024-01-01T01:25:00.000,0.08995,42487.59,-13.065468630857803
2024-01-01T01:26:00.000,0.08994,42508.49,-13.066071597307655
2024-01-01T01:27:00.000,0.08995,42508.53,-13.065961359241724
2024-01-01T01:28:00.000,0.08996,42504.45,-13.065754207204606
2024-01-01T01:29:00.000,0.08992,42493.16,-13.065933293620374
2024-01-01T01:30:00.000,0.08997,42502.67,-13.065601174021714
2024-01-01T01:31:00.000,0.08999,42520.46,-13.065797376772027
2024-01-01T01:32:00.000,0.09003,42554.19,-13.066145932400612
2024-01-01T01:33:00.000,0.09004,42565.22,-13.066294029814127
2024-01-01T01:34:00.000,0.09003,42565.22,-13.066405097732275
2024-01-01T01:35:00.000,0.09006,42620.0,-13.067358069761319
2024-01-01T01:36:00.000,0.09015,42672.19,-13.067583028313122
2024-01-01T01:37:00.000,0.09016,42711.09,-13.068383293715753
2024-01-01T01:38:00.000,0.09013,42766.06,-13.070002282746094
2024-01-01T01:39:00.000,0.09008,42717.52,-13.069421534105269
2024-01-01T01:40:00.000,0.09006,42702.0,-13.069280200636037
2024-01-01T01:41:00.000,0.09005,42729.58,-13.070036906790094
2024-01-01T01:42:00.000,0.09006,42713.49,-13.069549238490163
2024-01-01T01:43:00.000,0.09007,42700.51,-13.069134276125787
2024-01-01T01:44:00.000,0.09009,42697.5,-13.068841757812136
2024-01-01T01:45:00.000,0.09016,42695.49,-13.068017982280184
2024-01-01T01:46:00.000,0.09017,42702.01,-13.068059772178689
2024-01-01T01:47:00.000,0.0902,42668.94,-13.066952385977809
2024-01-01T01:48:00.000,0.09019,42673.99,-13.067181602934596
2024-01-01T01:49:00.000,0.09021,42698.01,-13.067522587228838
2024-01-01T01:50:00.000,0.09018,42682.01,-13.06748040495389
2024-01-01T01:51:00.000,0.0902,42691.12,-13.067472066973796
2024-01-01T01:52:00.000,0.0902,42676.41,-13.06712743945217
2024-01-01T01:53:00.000,0.09017,42660.01,-13.067075727907262
2024-01-01T01:54:00.000,0.09021,42664.45,-13.066736293072625
2024-01-01T01:55:00.000,0.09025,42649.99,-13.065954000222357
2024-01-01T01:56:00.000,0.09024,42639.44,-13.065817416777618
2024-01-01T01:57:00.000,0.09021,42626.35,-13.065842878952127
2024-01-01T01:58:00.000,0.0902,42626.36,-13.065953972148744
2024-01-01T01:59:00.000,0.09016,42613.56,-13.066097200717397
2024-01-01T02:00:00.000,0.09015,42603.95,-13.065982580296454
2024-01-01T02:01:00.000,0.09016,42597.78,-13.065726827474109
2024-01-01T02:02:00.000,0.09015,42591.18,-13.065682797900545
2024-01-01T02:03:00.000,0.09012,42583.79,-13.065842106828882
2024-01-01T02:04:00.000,0.09009,42563.79,-13.065705279121412
2024-01-01T02:05:00.000,0.09013,42573.76,-13.065495586447165
2024-01-01T02:06:00.000,0.09006,42559.54,-13.06593847979515
2024-01-01T02:07:00.000,0.09007,42561.11,-13.06586433768898
2024-01-01T02:08:00.000,0.09008,42566.48,-13.065879482655667
2024-01-01T02:09:00.000,0.09,42548.93,-13.066355595451187
2024-01-01T02:10:00.000,0.09005,42548.93,-13.065800194159486
2024-01-01T02:11:00.000,0.09007,42560.5,-13.065850005253305
2024-01-01T02:12:00.000,0.09001,42551.11,-13.066295724330926
2024-01-01T02:13:00.000,0.09002,42551.12,-13.066184866746601
2024-01-01T02:14:00.000,0.09004,42556.63,-13.06609220149322
2024-01-01T02:15:00.000,0.09002,42554.48,-13.066263827473081
2024-01-01T02:16:00.000,0.09001,42556.63,-13.066425442262757
2024-01-01T02:17:00.000,0.08996,42531.11,-13.0663812390222
2024-01-01T02:18:00.000,0.08997,42537.98,-13.066431600459639
2024-01-01T02:19:00.000,0.08998,42535.99,-13.06627367565828
2024-01-01T02:20:00.000,0.09002,42554.0,-13.066252547751013
2024-01-01T02:21:00.000,0.09002,42553.96,-13.066251607768432
2024-01-01T02:22:00.000,0.09003,42571.09,-13.06654299424222
2024-01-01T02:23:00.000,0.09004,42559.21,-13.06615282475678
2024-01-01T02:24:00.000,0.09002,42546.0,-13.066064533649403
2024-01-01T02:25:00.000,0.09002,42546.0,-13.066064533649403
2024-01-01T02:26:00.000,0.09,42546.01,-13.066286966223618
2024-01-01T02:27:00.000,0.09,42546.01,-13.066286966223618
2024-01-01T02:28:00.000,0.08997,42546.01,-13.066620355124856
2024-01-01T02:29:00.000,0.08998,42546.01,-13.066509213140858
2024-01-01T02:30:00.000,0.09,42570.21,-13.066855600513348
2024-01-01T02:31:00.000,0.09001,42578.22,-13.066932637623125
2024-01-01T02:32:00.000,0.09004,42599.97,-13.067110090975468
2024-01-01T02:33:00.000,0.09002,42599.97,-13.067332239149213
2024-01-01T02:34:00.000,0.09003,42606.25,-13.067368565972846
2024-01-01T02:35:00.000,0.09004,42606.24,-13.067257263347322
2024-01-01T02:36:00.000,0.09005,42606.24,-13.06714620776389
2024-01-01T02:37:00.000,0.09004,42583.98,-13.066734668136121
2024-01-01T02:38:00.000,0.09015,42594.91,-13.065770370883467
2024-01-01T02:39:00.000,0.09007,42572.34,-13.06612815878551
2024-01-01T02:40:00.000,0.09,42559.16,-13.066595995630518
2024-01-01T02:41:00.000,0.08993,42535.96,-13.066828803859533
2024-01-01T02:42:00.000,0.08996,42533.0,-13.066425676094433
2024-01-01T02:43:00.000,0.08996,42535.74,-13.066490094587078
2024-01-01T02:44:00.000,0.08995,42535.75,-13.066601496378038
2024-01-01T02:45:00.000,0.08988,42535.75,-13.067380009457452
2024-01-01T02:46:00.000,0.08987,42537.98,-13.067543700218383
2024-01-01T02:47:00.000,0.08984,42534.71,-13.067800696024033
2024-01-01T02:48:00.000,0.08982,42532.37,-13.06796832338795
2024-01-01T02:49:00.000,0.08978,42511.47,-13.067922246482109
2024-01-01T02:50:00.000,0.08982,42523.23,-13.067753405145409
2024-01-01T02:51:00.000,0.0899,42584.4,-13.068300605512363
2024-01-01T02:52:00.000,0.08985,42577.25,-13.068689017802498
2024-01-01T02:53:00.000,0.08983,42575.94,-13.068880867712855
2024-01-01T02:54:00.000,0.08984,42566.22,-13.068541228505639
2024-01-01T02:55:00.000,0.08984,42575.94,-13.068769552523781
2024-01-01T02:56:00.000,0.08983,42572.73,-13.068805470175782
2024-01-01T02:57:00.000,0.08982,42581.1,-13.069113383161085
2024-01-01T02:58:00.000,0.08981,42581.09,-13.069224488291814
2024-01-01T02:59:00.000,0.0898,42581.1,-13.069336075512522
2024-01-01T03:00:00.000,0.08981,42575.08,-13.069083335865395
2024-01-01T03:01:00.000,0.08979,42568.05,-13.069140919316178
2024-01-01T03:02:00.000,0.08981,42586.63,-13.069354584530338
2024-01-01T03:03:00.000,0.08982,42586.63,-13.069243244553604
2024-01-01T03:04:00.000,0.08976,42552.3,-13.069105023802457
2024-01-01T03:05:00.000,0.08983,42550.43,-13.06828152344941
2024-01-01T03:06:00.000,0.08992,42571.12,-13.067766260920568
2024-01-01T03:07:00.000,0.08991,42566.01,-13.067757435437464
2024-01-01T03:08:00.000,0.08985,42547.52,-13.067990513684162
2024-01-01T03:09:00.000,0.08985,42538.61,-13.067781078843662
2024-01-01T03:10:00.000,0.08985,42538.64,-13.067781784085078
2024-01-01T03:11:00.000,0.08986,42544.84,-13.06781623289277
2024-01-01T03:12:00.000,0.08992,42546.8,-13.067194818369767
2024-01-01T03:13:00.000,0.08988,42533.32,-13.067322879410053
2024-01-01T03:14:00.000,0.0898,42508.24,-13.067623522146677
2024-01-01T03:15:00.000,0.08976,42487.69,-13.067585503105624
2024-01-01T03:16:00.000,0.08975,42478.0,-13.067468825441942
2024-01-01T03:17:00.000,0.08974,42478.09,-13.067582371004068
2024-01-01T03:18:00.000,0.08967,42470.54,-13.06818495210221
2024-01-01T03:19:00.000,0.08968,42466.0,-13.067966534959972
2024-01-01T03:20:00.000,0.08967,42463.61,-13.06802176685775
2024-01-01T03:21:00.000,0.08964,42470.78,-13.068525219093422
2024-01-01T03:22:00.000,0.08959,42456.0,-13.068735096880381
2024-01-01T03:23:00.000,0.08944,42437.65,-13.069978488479872
2024-01-01T03:24:00.000,0.08951,42439.87,-13.069248457674544
2024-01-01T03:25:00.000,0.08953,42447.64,-13.069208109712685
2024-01-01T03:26:00.000,0.08946,42434.0,-13.069668887650497
2024-01-01T03:27:00.000,0.08947,42430.32,-13.069470385424172
2024-01-01T03:28:00.000,0.08946,42427.33,-13.069511690019638
2024-01-01T03:29:00.000,0.08948,42429.47,-13.069338589316649
2024-01-01T03:30:00.000,0.08954,42451.42,-13.069185468468298
2024-01-01T03:31:00.000,0.08952,42444.01,-13.069234289576482
2024-01-01T03:32:00.000,0.08947,42431.69,-13.06950267313454
2024-01-01T03:33:00.000,0.08946,42412.9,-13.069171521207293
2024-01-01T03:34:00.000,0.08946,42412.89,-13.069171285429942
2024-01-01T03:35:00.000,0.08951,42412.5,-13.068603337191774
2024-01-01T03:36:00.000,0.08957,42431.09,-13.068371463732166
2024-01-01T03:37:00.000,0.08954,42426.0,-13.068586487001614
2024-01-01T03:38:00.000,0.08945,42400.0,-13.068979110247458
2024-01-01T03:39:00.000,0.08943,42388.06,-13.068921080412723
2024-01-01T03:40:00.000,0.08932,42372.32,-13.069780449855134
2024-01-01T03:41:00.000,0.08925,42365.99,-13.070415055028429
2024-01-01T03:42:00.000,0.08918,42343.57,-13.070670338347474
2024-01-01T03:43:00.000,0.08905,42269.24,-13.070372182991065
2024-01-01T03:44:00.000,0.08919,42302.19,-13.069580490047857
2024-01-01T03:45:00.000,0.08906,42275.92,-13.070417914889411
2024-01-01T03:46:00.000,0.08911,42277.38,-13.069891187588105
2024-01-01T03:47:00.000,0.08917,42297.9,-13.069703337247276
2024-01-01T03:48:00.000,0.08918,42314.02,-13.069972231982762
2024-01-01T03:49:00.000,0.08928,42345.55,-13.069596398166949
2024-01-01T03:50:00.000,0.08924,42342.08,-13.069962579021883
2024-01-01T03:51:00.000,0.08925,42328.34,-13.069525975382128
2024-01-01T03:52:00.000,0.08924,42328.34,-13.069638026477545
2024-01-01T03:53:00.000,0.08918,42306.0,-13.069782678729903
2024-01-01T03:54:00.000,0.08922,42316.96,-13.069593279585646
2024-01-01T03:55:00.000,0.08926,42335.49,-13.069582840137876
2024-01-01T03:56:00.000,0.08927,42343.62,-13.069662833171666
2024-01-01T03:57:00.000,0.08926,42337.94,-13.069640709530924
2024-01-01T03:58:00.000,0.08921,42318.0,-13.069729944492678
2024-01-01T03:59:00.000,0.08921,42330.49,-13.070025047219039
2024-01-01T04:00:00.000,0.08927,42336.13,-13.06948593137355
2024-01-01T04:01:00.000,0.0893,42348.6,-13.069444432782221
2024-01-01T04:02:00.000,0.08934,42359.93,-13.069264110269781
2024-01-01T04:03:00.000,0.08935,42359.95,-13.069152656732518
2024-01-01T04:04:00.000,0.08935,42358.97,-13.06912952140454
2024-01-01T04:05:00.000,0.0894,42371.1,-13.068856401851674
2024-01-01T04:06:00.000,0.08936,42377.38,-13.069452132518478
2024-01-01T04:07:00.000,0.08934,42377.43,-13.06967715122949
2024-01-01T04:08:00.000,0.08931,42377.43,-13.070013003457667
2024-01-01T04:09:00.000,0.08922,42355.01,-13.070492042247277
2024-01-01T04:10:00.000,0.08915,42350.0,-13.07115863475319
2024-01-01T04:11:00.000,0.08919,42351.09,-13.070735790951472
2024-01-01T04:12:00.000,0.08914,42343.92,-13.071127235712028
2024-01-01T04:13:00.000,0.08906,42300.74,-13.071004838059764
2024-01-01T04:14:00.000,0.08909,42287.5,-13.070354997338548
2024-01-01T04:15:00.000,0.08899,42263.2,-13.07090328513934
2024-01-01T04:16:00.000,0.08901,42285.35,-13.071202525360208
2024-01-01T04:17:00.000,0.08887,42257.67,-13.0721218060025
2024-01-01T04:18:00.000,0.08876,42257.1,-13.07334684692197
2024-01-01T04:19:00.000,0.08872,42269.57,-13.074092656749805
2024-01-01T04:20:00.000,0.08855,42228.74,-13.075044225627117
2024-01-01T04:21:00.000,0.08859,42229.19,-13.07460326162499
2024-01-01T04:22:00.000,0.08873,42259.35,-13.073738138211732
2024-01-01T04:23:00.000,0.08883,42278.88,-13.073073797767607
2024-01-01T04:24:00.000,0.08892,42315.0,-13.072915101990347
2024-01-01T04:25:00.000,0.08886,42292.56,-13.073059644514073
2024-01-01T04:26:00.000,0.08891,42291.1,-13.072462597854623
2024-01-01T04:27:00.000,0.08886,42278.95,-13.072737786713082
2024-01-01T04:28:00.000,0.08889,42279.99,-13.072424832194251
2024-01-01T04:29:00.000,0.089,42307.39,-13.07183596351704
2024-01-01T04:30:00.000,0.08898,42313.89,-13.072214333531704
2024-01-01T04:31:00.000,0.08897,42302.58,-13.07205940080764
2024-01-01T04:32:00.000,0.08888,42311.09,-13.073272639264186
2024-01-01T04:33:00.000,0.08891,42320.28,-13.073152339616472
2024-01-01T04:34:00.000,0.0889,42320.28,-13.07326481922966
2024-01-01T04:35:00.000,0.08896,42335.52,-13.072950177461792
2024-01-01T04:36:00.000,0.08898,42340.05,-13.07283237920879
2024-01-01T04:37:00.000,0.08893,42325.25,-13.07304484922902
2024-01-01T04:38:00.000,0.08888,42320.4,-13.073492651934117
2024-01-01T04:39:00.000,0.08891,42339.55,-13.073607573233945
2024-01-01T04:40:00.000,0.08894,42334.82,-13.073158488165816
2024-01-01T04:41:00.000,0.08891,42344.91,-13.073734160804017
2024-01-01T04:42:00.000,0.08881,42332.0,-13.074554602925339
2024-01-01T04:43:00.000,0.08872,42306.4,-13.074963589766076
2024-01-01T04:44:00.000,0.0888,42310.98,-13.074170534802844
2024-01-01T04:45:00.000,0.08875,42315.2,-13.074833489175987
2024-01-01T04:46:00.000,0.08877,42335.18,-13.075080221770358
2024-01-01T04:47:00.000,0.08896,42339.05,-13.073033555505567
2024-01-01T04:48:00.000,0.08897,42352.24,-13.073232635968882
2024-01-01T04:49:00.000,0.08895,42357.04,-13.073570784901426
2024-01-01T04:50:00.000,0.08897,42349.12,-13.073158965368991
2024-01-01T04:51:00.000,0.08898,42355.09,-13.07318753536434
2024-01-01T04:52:00.000,0.08909,42357.06,-13.071998576457132
2024-01-01T04:53:00.000,0.08906,42352.51,-13.072227945417225
2024-01-01T04:54:00.000,0.08907,42366.79,-13.072452781137185
2024-01-01T04:55:00.000,0.08902,42360.01,-13.07285425118151
2024-01-01T04:56:00.000,0.08906,42360.02,-13.072405250947345
2024-01-01T04:57:00.000,0.08907,42364.71,-13.072403684874274
2024-01-01T04:58:00.000,0.08914,42398.86,-13.072423865529869
2024-01-01T04:59:00.000,0.0891,42399.99,-13.072899349876337
2024-01-01T05:00:00.000,0.08912,42400.45,-13.072685757174439
2024-01-01T05:01:00.000,0.08904,42363.4,-13.072709632909554
2024-01-01T05:02:00.000,0.08904,42357.99,-13.072581920179454
2024-01-01T05:03:00.000,0.08902,42326.54,-13.072063806849023
2024-01-01T05:04:00.000,0.08904,42320.92,-13.071706377441172
2024-01-01T05:05:00.000,0.0891,42346.79,-13.071643844782498
2024-01-01T05:06:00.000,0.08911,42347.51,-13.071548619959467
2024-01-01T05:07:00.000,0.08911,42351.46,-13.071641891459766
2024-01-01T05:08:00.000,0.08912,42344.22,-13.07135871186877
2024-01-01T05:09:00.000,0.08912,42339.99,-13.071258811308713
2024-01-01T05:10:00.000,0.08917,42346.52,-13.070852143166135
2024-01-01T05:11:00.000,0.08919,42345.62,-13.070606624186727
2024-01-01T05:12:00.000,0.0892,42341.86,-13.070405713209881
2024-01-01T05:13:00.000,0.08915,42340.0,-13.070922479361844
2024-01-01T05:14:00.000,0.08922,42352.0,-13.070420973748902
2024-01-01T05:15:00.000,0.08921,42352.0,-13.070533062523328
2024-01-01T05:16:00.000,0.0892,42337.96,-13.070313601535512
2024-01-01T05:17:00.000,0.08924,42354.06,-13.07024547267158
2024-01-01T05:18:00.000,0.08922,42360.03,-13.070610557212408
2024-01-01T05:19:00.000,0.08921,42356.0,-13.07062750460679
2024-01-01T05:20:00.000,0.08921,42351.49,-13.070521020516557
2024-01-01T05:21:00.000,0.08925,42341.56,-13.069838246923903
2024-01-01T05:22:00.000,0.08927,42341.98,-13.069624101675394
2024-01-01T05:23:00.000,0.08928,42338.32,-13.069425645460027
2024-01-01T05:24:00.000,0.08929,42338.33,-13.069313880756525
2024-01-01T05:25:00.000,0.08928,42338.54,-13.069430841684827
2024-01-01T05:26:00.000,0.08928,42332.0,-13.069276360562752
2024-01-01T05:27:00.000,0.08925,42300.08,-13.068858114607924
2024-01-01T05:28:00.000,0.08927,42298.35,-13.06859315097224
2024-01-01T05:29:00.000,0.08926,42297.91,-13.068694774611268
2024-01-01T05:30:00.000,0.08929,42307.59,-13.068587561015388
2024-01-01T05:31:00.000,0.08926,42301.53,-13.068780354374022
2024-01-01T05:32:00.000,0.08927,42301.97,-13.068678729844809
2024-01-01T05:33:00.000,0.08931,42316.61,-13.068576774640276
2024-01-01T05:34:00.000,0.0893,42312.73,-13.06859705648548
2024-01-01T05:35:00.000,0.08928,42301.98,-13.06856695279866
2024-01-01T05:36:00.000,0.08923,42286.57,-13.068762793602694
2024-01-01T05:37:00.000,0.0893,42283.9,-13.0679154690247
2024-01-01T05:38:00.000,0.08938,42288.82,-13.06713636297664
2024-01-01T05:39:00.000,0.08938,42280.0,-13.066927775461005
2024-01-01T05:40:00.000,0.0894,42287.44,-13.066879991031625
2024-01-01T05:41:00.000,0.0894,42297.96,-13.067128733723727
2024-01-01T05:42:00.000,0.08938,42289.51,-13.067152679212725
2024-01-01T05:43:00.000,0.0894,42305.34,-13.06730319500405
2024-01-01T05:44:00.000,0.08937,42300.02,-13.067513061436333
2024-01-01T05:45:00.000,0.08923,42277.8,-13.068555377641776
2024-01-01T05:46:00.000,0.0892,42273.0,-13.068778102759389
2024-01-01T05:47:00.000,0.08916,42260.2,-13.068923794230985
2024-01-01T05:48:00.000,0.08913,42251.1,-13.069044968788873
2024-01-01T05:49:00.000,0.08912,42237.98,-13.068846598070103
2024-01-01T05:50:00.000,0.08902,42220.0,-13.069543536796742
2024-01-01T05:51:00.000,0.08908,42234.0,-13.069201299429157
2024-01-01T05:52:00.000,0.08905,42233.99,-13.069537895306569
2024-01-01T05:53:00.000,0.08905,42242.0,-13.069727534990554
2024-01-01T05:54:00.000,0.08901,42227.97,-13.069844632691531
2024-01-01T05:55:00.000,0.08891,42213.42,-13.07062411579757
2024-01-01T05:56:00.000,0.08892,42206.51,-13.070347943415404
2024-01-01T05:57:00.000,0.08899,42225.84,-13.07001891001956
2024-01-01T05:58:00.000,0.08899,42231.63,-13.070156020449438
2024-01-01T05:59:00.000,0.089,42234.01,-13.070100008862212
2024-01-01T06:00:00.000,0.08897,42220.14,-13.070108682086273
2024-01-01T06:01:00.000,0.0889,42213.51,-13.070738727431902
2024-01-01T06:02:00.000,0.08889,42241.1,-13.071504588436284
2024-01-01T06:03:00.000,0.08893,42266.68,-13.071660083345105
2024-01-01T06:04:00.000,0.08897,42277.29,-13.071461386155839
2024-01-01T06:05:00.000,0.08901,42299.08,-13.071527171400161
2024-01-01T06:06:00.000,0.08899,42301.08,-13.071799171736696
2024-01-01T06:07:00.000,0.089,42301.07,-13.071686569472714
2024-01-01T06:08:00.000,0.08894,42290.18,-13.072103480682436
2024-01-01T06:09:00.000,0.08898,42290.19,-13.071654076848578
2024-01-01T06:10:00.000,0.08897,42282.31,-13.071580118978746
2024-01-01T06:11:00.000,0.089,42282.31,-13.071242983503282
2024-01-01T06:12:00.000,0.08899,42274.0,-13.07115879395815
2024-01-01T06:13:00.000,0.089,42269.15,-13.070931693784422
2024-01-01T06:14:00.000,0.08896,42276.01,-13.071543513149901
2024-01-01T06:15:00.000,0.08902,42287.99,-13.071152615764767
2024-01-01T06:16:00.000,0.08911,42308.56,-13.070628425985225
2024-01-01T06:17:00.000,0.08917,42337.99,-13.070650689558413
2024-01-01T06:18:00.000,0.08916,42339.99,-13.07081007897002
2024-01-01T06:19:00.000,0.08918,42342.01,-13.070633496183786
2024-01-01T06:20:00.000,0.08915,42318.01,-13.070402977415258
2024-01-01T06:21:00.000,0.08909,42292.98,-13.070484578064685
2024-01-01T06:22:00.000,0.08915,42286.35,-13.069654552594649
2024-01-01T06:23:00.000,0.08918,42300.56,-13.069654083500229
2024-01-01T06:24:00.000,0.08914,42311.16,-13.070353271488374
2024-01-01T06:25:00.000,0.08915,42313.13,-13.07028765343391
2024-01-01T06:26:00.000,0.08917,42313.15,-13.070063810262681
2024-01-01T06:27:00.000,0.0892,42321.09,-13.069915061740339
2024-01-01T06:28:00.000,0.08921,42321.1,-13.069803196689392
2024-01-01T06:29:00.000,0.08917,42321.1,-13.070251677468296
2024-01-01T06:30:00.000,0.08917,42314.79,-13.070102568148084
2024-01-01T06:31:00.000,0.08921,42320.19,-13.069781694181572
2024-01-01T06:32:00.000,0.08918,42316.13,-13.070022096008772
2024-01-01T06:33:00.000,0.08921,42346.77,-13.070409566042644
2024-01-01T06:34:00.000,0.0892,42336.91,-13.070288800788843
2024-01-01T06:35:00.000,0.08928,42358.73,-13.069907598500778
2024-01-01T06:36:00.000,0.08928,42352.01,-13.06974894093235
2024-01-01T06:37:00.000,0.08932,42353.34,-13.069332415568532
2024-01-01T06:38:00.000,0.08931,42350.69,-13.069381808031928
2024-01-01T06:39:00.000,0.08928,42354.99,-13.069819301115126
2024-01-01T06:40:00.000,0.08935,42369.15,-13.0693698194319
2024-01-01T06:41:00.000,0.0894,42385.56,-13.069197613979199
2024-01-01T06:42:00.000,0.08941,42385.56,-13.06908576341144
2024-01-01T06:43:00.000,0.08939,42377.62,-13.069122131562352
2024-01-01T06:44:00.000,0.08936,42377.62,-13.069457795901169
2024-01-01T06:45:00.000,0.08939,42383.72,-13.06926606510589
2024-01-01T06:46:00.000,0.08938,42388.6,-13.069493072620892
2024-01-01T06:47:00.000,0.08938,42376.44,-13.069206161883082
2024-01-01T06:48:00.000,0.08939,42383.68,-13.069265121346849
2024-01-01T06:49:00.000,0.0894,42380.05,-13.069067608426057
